gene_callers_id	source	accession	function	e_value
1222	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
1223	COG20_FUNCTION	COG0462	Phosphoribosylpyrophosphate synthetase (PrsA) (PDB:1DKR)	3.48e-151
1223	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
1223	COG20_PATHWAY	COG0462	Histidine biosynthesis, Purine biosynthesis	3.48e-151
1224	COG20_FUNCTION	COG1825	Ribosomal protein L25 (general stress protein Ctc) (RplY) (PDB:1B75)	5.42e-58
1224	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1224	COG20_PATHWAY	COG1825	Ribosome 50S subunit	5.42e-58
1225	COG20_FUNCTION	COG0193	Peptidyl-tRNA hydrolase (Pth) (PDB:1RYB) (PUBMED:11835511)	4.87e-74
1225	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1225	COG20_PATHWAY	COG0193	Translation factors	4.87e-74
1226	COG20_FUNCTION	COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family (GTP1) (PDB:2DWQ) (PUBMED:21527254)	1.37e-153
1226	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1227	COG20_FUNCTION	COG2857	Cytochrome c1 (CYT1)	1.59e-118
1227	COG20_CATEGORY	C	Energy production and conversion	0
1228	COG20_FUNCTION	COG1290	Cytochrome b subunit of the bc complex (QcrB/PetB) (PDB:1VF5)	1.73e-215
1228	COG20_CATEGORY	C	Energy production and conversion	0
1229	COG20_FUNCTION	COG0723	Rieske Fe-S protein (QcrA/PetC) (PDB:5CXM) (PUBMED:27663073)	6.52e-88
1229	COG20_CATEGORY	C	Energy production and conversion	0
1230	COG20_FUNCTION	COG0219	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain (TrmL) (PDB:4JAK)	2.02e-53
1230	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1230	COG20_PATHWAY	COG0219	tRNA modification	2.02e-53
1231	COG20_FUNCTION	COG0408	Coproporphyrinogen-III oxidase HemH, oxygen-dependent (HemF) (PDB:3E8J)	5.01e-115
1231	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
1231	COG20_PATHWAY	COG0408	Heme biosynthesis	5.01e-115
1232	COG20_FUNCTION	COG0782	Transcription elongation factor, GreA/GreB family (GreA) (PDB:1GRJ)	7.9e-62
1232	COG20_CATEGORY	K	Transcription	0
1233	COG20_FUNCTION	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase (PcnB) (PDB:3WFR)	3.32e-67
1233	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1233	COG20_PATHWAY	COG0617	tRNA modification	3.32e-67
1234	COG20_FUNCTION	COG1947	4-diphosphocytidyl-2C-methyl-D-erythritol kinase (IspE) (PDB:1OJ4)	1.44e-23
1234	COG20_CATEGORY	I	Lipid transport and metabolism	0
1234	COG20_PATHWAY	COG1947	Isoprenoid biosynthesis	1.44e-23
1235	COG20_FUNCTION	COG5010	Flp pilus assembly protein TadD, contains TPR repeats (TadD) (PDB:3WXX)	3.15e-79
1235	COG20_CATEGORY	U!!!W	Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures	0
1236	COG20_FUNCTION	COG1573	Uracil-DNA glycosylase (Udg4) (PDB:3IKB)	4.3e-43
1236	COG20_CATEGORY	L	Replication, recombination and repair	0
1237	COG20_FUNCTION	COG0164	Ribonuclease HII (RnhB) (PDB:1EKE)	5.59e-55
1237	COG20_CATEGORY	L	Replication, recombination and repair	0
1238	COG20_FUNCTION	COG0863	DNA modification methylase (YhdJ) (PDB:1BOO)	1.18e-172
1238	COG20_CATEGORY	L	Replication, recombination and repair	0
1240	COG20_FUNCTION	COG1194	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs (MutY) (PDB:1KG2)	1.65e-72
1240	COG20_CATEGORY	L	Replication, recombination and repair	0
1241	COG20_FUNCTION	COG5389	Uncharacterized conserved protein, DUF721 domain	7.39e-20
1241	COG20_CATEGORY	S	Function unknown	0
1242	COG20_FUNCTION	COG1651	Protein thiol-disulfide isomerase DsbC (DsbG) (PDB:2HI7)	1.2e-45
1242	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
1243	COG20_FUNCTION	COG0497!!!COG1196	DNA repair ATPase RecN (RecN) (PDB:4AD8)!!!Chromosome segregation ATPase Smc (Smc) (PDB:5XG3)	4.06e-245
1243	COG20_CATEGORY	L!!!D	Replication, recombination and repair!!!Cell cycle control, cell division, chromosome partitioning	0
1244	COG20_FUNCTION	COG5336	FoF1-type ATP synthase AtpZ/Atp1/AtpQ subunit, putative Ca2+/Mg2+ transporter (AtpZ) (PUBMED:12917488;23123906)	5.52e-19
1244	COG20_CATEGORY	C	Energy production and conversion	0
1244	COG20_PATHWAY	COG5336	FoF1-type ATP synthase	5.52e-19
1245	COG20_FUNCTION	COG0356	FoF1-type ATP synthase, membrane subunit a (AtpB) (PUBMED:22931285)	3.44e-122
1245	COG20_CATEGORY	C	Energy production and conversion	0
1245	COG20_PATHWAY	COG0356	FoF1-type ATP synthase	3.44e-122
1246	COG20_FUNCTION	COG0636	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K (AtpE) (PDB:1C17)	3.01e-30
1246	COG20_CATEGORY	C	Energy production and conversion	0
1246	COG20_PATHWAY	COG0636	FoF1-type ATP synthase	3.01e-30
1247	COG20_FUNCTION	COG0711	FoF1-type ATP synthase, membrane subunit b or b' (AtpF) (PDB:1B9U)	4.29e-22
1247	COG20_CATEGORY	C	Energy production and conversion	0
1247	COG20_PATHWAY	COG0711	FoF1-type ATP synthase	4.29e-22
1248	COG20_FUNCTION	COG0711	FoF1-type ATP synthase, membrane subunit b or b' (AtpF) (PDB:1B9U)	9.63e-15
1248	COG20_CATEGORY	C	Energy production and conversion	0
1248	COG20_PATHWAY	COG0711	FoF1-type ATP synthase	9.63e-15
1249	COG20_FUNCTION	COG1233	Phytoene dehydrogenase-related protein (PDB:4REP)	2.15e-239
1249	COG20_CATEGORY	Q	Secondary metabolites biosynthesis, transport and catabolism	0
1250	COG20_FUNCTION	COG1562	Phytoene/squalene synthetase (ERG9) (PDB:3WEK)	1.91e-52
1250	COG20_CATEGORY	I	Lipid transport and metabolism	0
1251	COG20_FUNCTION	COG0644	Dehydrogenase (flavoprotein) (FixC) (PDB:4OPU)	3.57e-44
1251	COG20_CATEGORY	C	Energy production and conversion	0
1253	COG20_FUNCTION	COG0761	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH (IspH) (PDB:3DNF)	2.49e-138
1253	COG20_CATEGORY	I	Lipid transport and metabolism	0
1253	COG20_PATHWAY	COG0761	Isoprenoid biosynthesis	2.49e-138
1254	COG20_FUNCTION	COG2334	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist (SrkA) (PDB:1ZYL)	1.82e-103
1254	COG20_CATEGORY	T	Signal transduction mechanisms	0
1254	COG20_PATHWAY	COG2334	Threonine biosynthesis	1.82e-103
1255	COG20_FUNCTION	COG0328	Ribonuclease HI (RnhA) (PDB:1LAW)	7.04e-48
1255	COG20_CATEGORY	L	Replication, recombination and repair	0
1256	COG20_FUNCTION	COG0678	Peroxiredoxin (AHP1) (PDB:1H4O)	3.6e-45
1256	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
1257	COG20_FUNCTION	COG0498	Threonine synthase (ThrC) (PDB:1VB3)	1.31e-162
1257	COG20_CATEGORY	E	Amino acid transport and metabolism	0
1257	COG20_PATHWAY	COG0498	Threonine biosynthesis	1.31e-162
1258	COG20_FUNCTION	COG3346	Cytochrome oxidase assembly protein ShyY1 (Shy1)	4.21e-24
1258	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
1259	COG20_FUNCTION	COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3 (CyoC) (PDB:1QLE)	4.14e-152
1259	COG20_CATEGORY	C	Energy production and conversion	0
1260	COG20_FUNCTION	COG3175	Cytochrome c oxidase assembly protein Cox11 (COX11) (PDB:1SO9)	3.05e-62
1260	COG20_CATEGORY	C!!!O	Energy production and conversion!!!Posttranslational modification, protein turnover, chaperones	0
1262	COG20_FUNCTION	COG0109	Polyprenyltransferase (heme O synthase) (CyoE)	7.13e-115
1262	COG20_CATEGORY	H!!!I	Coenzyme transport and metabolism!!!Lipid transport and metabolism	0
1263	COG20_FUNCTION	COG0843	Heme/copper-type cytochrome/quinol oxidase, subunit 1 (CyoB) (PDB:1AR1)	0
1263	COG20_CATEGORY	C	Energy production and conversion	0
1264	COG20_FUNCTION	COG1622	Heme/copper-type cytochrome/quinol oxidase, subunit 2 (CyoA) (PDB:1CYW)	9.12e-132
1264	COG20_CATEGORY	C	Energy production and conversion	0
1265	COG20_FUNCTION	COG1385	16S rRNA U1498 N3-methylase RsmE (RsmE) (PDB:1NXZ)	3.65e-44
1265	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1265	COG20_PATHWAY	COG1385	16S rRNA modification	3.65e-44
1266	COG20_FUNCTION	COG1011	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis) (YigB) (PDB:4JB3) (PUBMED:24123841)	3.95e-67
1266	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
1267	COG20_FUNCTION	COG1733	DNA-binding transcriptional regulator, HxlR family (HxlR) (PDB:1YYV)	3.29e-29
1267	COG20_CATEGORY	K	Transcription	0
1268	COG20_FUNCTION	COG3369	Uncharacterized conserved protein, contains Zn-finger domain of CDGSH type (PDB:2QD0)	1.64e-20
1268	COG20_CATEGORY	S	Function unknown	0
1269	COG20_FUNCTION	COG2259	Uncharacterized membrane protein YphA, DoxX/SURF4 family (DoxX)	1.34e-33
1269	COG20_CATEGORY	S	Function unknown	0
1270	COG20_FUNCTION	COG0069!!!COG3369	Glutamate synthase domain 2 (GltB2) (PDB:1EA0)!!!Uncharacterized conserved protein, contains Zn-finger domain of CDGSH type (PDB:2QD0)	2.02e-233
1270	COG20_CATEGORY	E!!!S	Amino acid transport and metabolism!!!Function unknown	0
1270	COG20_PATHWAY	COG0069!!!COG3369	Glutamine biosynthesis	2.02e-233
1271	COG20_FUNCTION	COG1741	Redox-sensitive bicupin YhaK, pirin superfamily (YhaK) (PDB:1J1L) (PUBMED:18561187)	3.97e-83
1271	COG20_CATEGORY	R	General function prediction only	0
1272	COG20_FUNCTION	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY)	6.54e-184
1272	COG20_CATEGORY	C!!!R	Energy production and conversion!!!General function prediction only	0
1274	COG20_FUNCTION	COG0382	4-hydroxybenzoate polyprenyltransferase (UbiA) (PDB:4OD4) (PUBMED:28830929)	1.03e-72
1274	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
1274	COG20_PATHWAY	COG0382	Ubiquinone biosynthesis	1.03e-72
1275	COG20_FUNCTION	COG1132	ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)	8.78e-168
1275	COG20_CATEGORY	V	Defense mechanisms	0
1276	COG20_FUNCTION	COG1519	3-deoxy-D-manno-octulosonic-acid transferase (KdtA) (PDB:2XCI)	2.29e-85
1276	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
1276	COG20_PATHWAY	COG1519	Lipid A biosynthesis	2.29e-85
1277	COG20_FUNCTION	COG1663	Tetraacyldisaccharide-1-P 4'-kinase (Lipid A 4'-kinase) (LpxK) (PDB:4EHW)	3.22e-61
1277	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
1277	COG20_PATHWAY	COG1663	Lipid A biosynthesis	3.22e-61
1278	COG20_FUNCTION	COG1560	Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis) (LpxP) (PDB:5F2T) (PUBMED:11830595)	7.35e-82
1278	COG20_CATEGORY	I	Lipid transport and metabolism	0
1278	COG20_PATHWAY	COG1560	Lipid A biosynthesis	7.35e-82
1279	COG20_FUNCTION	COG3908	Uncharacterized conserved protein, DUF2093 domain	1.28e-19
1279	COG20_CATEGORY	S	Function unknown	0
1280	COG20_FUNCTION	COG0151	Phosphoribosylamine-glycine ligase (PurD) (PDB:1GSO)	3.61e-156
1280	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
1280	COG20_PATHWAY	COG0151	Purine biosynthesis	3.61e-156
1281	COG20_FUNCTION	COG0742	16S rRNA G966 N2-methylase RsmD (RsmD) (PDB:2IFT)	5.54e-45
1281	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1281	COG20_PATHWAY	COG0742	16S rRNA modification	5.54e-45
1282	COG20_FUNCTION	COG0166	Glucose-6-phosphate isomerase (Pgi) (PDB:1B0Z)	4.97e-57
1282	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
1282	COG20_PATHWAY	COG0166	Glycolysis	4.97e-57
1284	COG20_FUNCTION	COG0597	Lipoprotein signal peptidase (LspA) (PDB:5DIR)	3.78e-44
1284	COG20_CATEGORY	M!!!U	Cell wall/membrane/envelope biogenesis!!!Intracellular trafficking, secretion, and vesicular transport	0
1285	COG20_FUNCTION	COG0060	Isoleucyl-tRNA synthetase (IleS) (PDB:1FFY)	0
1285	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1285	COG20_PATHWAY	COG0060	Aminoacyl-tRNA synthetases	0
1286	COG20_FUNCTION	COG0196	FAD synthase (RibF) (PDB:1MRZ)	8.16e-79
1286	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
1286	COG20_PATHWAY	COG0196	Riboflavin/FAD biosynthesis	8.16e-79
1287	COG20_FUNCTION	COG0647	Ribonucleotide monophosphatase NagD, HAD superfamily (NagD) (PDB:1PW5)	5.31e-69
1287	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
1288	COG20_FUNCTION	COG0234	Co-chaperonin GroES (HSP10) (GroES)	1.28e-54
1288	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
1289	COG20_FUNCTION	COG0459	Chaperonin GroEL (HSP60 family) (GroEL) (PDB:1AON)	1.48e-308
1289	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
1292	COG20_FUNCTION	COG0537	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family (HinT) (PDB:1AV5) (PUBMED:20934431)	6.6e-44
1292	COG20_CATEGORY	F!!!R	Nucleotide transport and metabolism!!!General function prediction only	0
1294	COG20_FUNCTION	COG0438!!!COG0463	Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)!!!Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)	1.69e-18
1294	COG20_CATEGORY	M!!!M	Cell wall/membrane/envelope biogenesis!!!Cell wall/membrane/envelope biogenesis	0
1295	COG20_FUNCTION	COG1217	Predicted membrane GTPase TypA/BipA involved in stress response (TypA) (PDB:5A9V)	2.23e-280
1295	COG20_CATEGORY	T	Signal transduction mechanisms	0
1296	COG20_FUNCTION	COG2364	Uncharacterized membrane protein YczE (YczE)	9.21e-103
1296	COG20_CATEGORY	S	Function unknown	0
1298	COG20_FUNCTION	COG3380	Predicted NAD/FAD-dependent oxidoreductase (PDB:4ZCC)	3.47e-60
1298	COG20_CATEGORY	R	General function prediction only	0
1299	COG20_FUNCTION	COG0312	Zn-dependent protease PmbA/TldA or its inactivated homolog (TldD) (PDB:3TV9) (PUBMED:12029038)	2.87e-149
1299	COG20_CATEGORY	R	General function prediction only	0
1300	COG20_FUNCTION	COG0312	Zn-dependent protease PmbA/TldA or its inactivated homolog (TldD) (PDB:3TV9) (PUBMED:12029038)	1.02e-235
1300	COG20_CATEGORY	R	General function prediction only	0
1301	COG20_FUNCTION	COG3011	Predicted thiol-disulfide oxidoreductase YuxK, DCC family (YuxK) (PUBMED:15236740)	7.24e-29
1301	COG20_CATEGORY	R	General function prediction only	0
1304	COG20_FUNCTION	COG2230	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases (Cfa) (PDB:5Z9O)	1.11e-122
1304	COG20_CATEGORY	I	Lipid transport and metabolism	0
1305	COG20_FUNCTION	COG0329	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase (DapA) (PDB:2R91) (PUBMED:27574185)	3.92e-43
1305	COG20_CATEGORY	E!!!M	Amino acid transport and metabolism!!!Cell wall/membrane/envelope biogenesis	0
1305	COG20_PATHWAY	COG0329	Lysine biosynthesis	3.92e-43
1306	COG20_FUNCTION	COG0859	ADP-heptose:LPS heptosyltransferase (RfaF) (PDB:1PSW)	1.7e-50
1306	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
1308	COG20_FUNCTION	COG1770	Protease II (PtrB) (PDB:4BP9)	1.07e-186
1308	COG20_CATEGORY	E	Amino acid transport and metabolism	0
1309	COG20_FUNCTION	COG0071	Small heat shock protein IbpA, HSP20 family (IbpA) (PDB:1GME)	8.12e-48
1309	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
1311	COG20_FUNCTION	COG2252	Xanthine/guanine/uracil/vitamin C permease GhxP/GhxQ, nucleobase:cation symporter 2 ( NCS2) family (NCS2) (PUBMED:24169576;24214977)	4.54e-227
1311	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
1312	COG20_FUNCTION	COG2236	Hypoxanthine phosphoribosyltransferase (Hpt1) (PDB:2JKZ)	2.07e-61
1312	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
1312	COG20_PATHWAY	COG2236	Purine salvage	2.07e-61
1313	COG20_FUNCTION	COG0438!!!COG5010	Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)!!!Flp pilus assembly protein TadD, contains TPR repeats (TadD) (PDB:3WXX)	5.7e-16
1313	COG20_CATEGORY	M!!!U!!!W	Cell wall/membrane/envelope biogenesis!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures	0
1314	COG20_FUNCTION	COG5470	Uncharacterized conserved protein, DUF1330 family	3.92e-36
1314	COG20_CATEGORY	S	Function unknown	0
1315	COG20_FUNCTION	COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase (AlkA) (PDB:1DIZ)	4.78e-68
1315	COG20_CATEGORY	L	Replication, recombination and repair	0
1316	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	5.56e-88
1316	COG20_CATEGORY	G!!!E!!!R	Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only	0
1317	COG20_FUNCTION	COG0225	Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3)	1.17e-48
1317	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
1318	COG20_FUNCTION	COG2897	3-mercaptopyruvate sulfurtransferase SseA, contains two rhodanese domains (SseA) (PDB:1BOH)	6.02e-65
1318	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
1319	COG20_FUNCTION	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)	1.36e-58
1319	COG20_CATEGORY	M!!!V	Cell wall/membrane/envelope biogenesis!!!Defense mechanisms	0
1320	COG20_FUNCTION	COG0841	Multidrug efflux pump subunit AcrB (AcrB) (PDB:1IWG)	0
1320	COG20_CATEGORY	V	Defense mechanisms	0
1321	COG20_FUNCTION	COG4764	Predicted transglycosylase, contains SLT domain (SLT)	5e-90
1321	COG20_CATEGORY	R	General function prediction only	0
1323	COG20_FUNCTION	COG0588	Phosphoglycerate mutase (BPG-dependent) (GpmA) (PDB:1E58)	9.08e-78
1323	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
1323	COG20_PATHWAY	COG0588	Glycolysis	9.08e-78
1324	COG20_FUNCTION	COG1208	NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s (GCD1) (PDB:6JQ8)	1.19e-53
1324	COG20_CATEGORY	J!!!M	Translation, ribosomal structure and biogenesis!!!Cell wall/membrane/envelope biogenesis	0
1325	COG20_FUNCTION	COG3178	Predicted phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family	9.14e-64
1325	COG20_CATEGORY	R	General function prediction only	0
1326	COG20_FUNCTION	COG0802	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE (TsaE) (PDB:1FL9)	5.34e-23
1326	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1326	COG20_PATHWAY	COG0802	tRNA modification	5.34e-23
1327	COG20_FUNCTION	COG0499	S-adenosylhomocysteine hydrolase (SAM1) (PDB:1A7A)	4.58e-266
1327	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
1328	COG20_FUNCTION	COG0642	Signal transduction histidine kinase (BaeS) (PDB:1JOY)	1.81e-100
1328	COG20_CATEGORY	T	Signal transduction mechanisms	0
1329	COG20_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	4.69e-130
1329	COG20_CATEGORY	T!!!K	Signal transduction mechanisms!!!Transcription	0
1330	COG20_FUNCTION	COG0258!!!COG0749	5'-3' exonuclease Xni/ExoIX (flap endonuclease) (ExoIX) (PDB:3ZDA) (PUBMED:19000038;23821668)!!!DNA polymerase I, 3'-5' exonuclease and polymerase domains (PolA) (PDB:1D8Y)	0
1330	COG20_CATEGORY	L!!!L	Replication, recombination and repair!!!Replication, recombination and repair	0
1331	COG20_FUNCTION	COG1268	Biotin transporter BioY (BioY) (PDB:4DVE)	4.34e-56
1331	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
1332	COG20_FUNCTION	COG4567	DNA-binding response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains (PDB:3RQI)	4.9e-91
1332	COG20_CATEGORY	T!!!K	Signal transduction mechanisms!!!Transcription	0
1333	COG20_FUNCTION	COG0019	Diaminopimelate decarboxylase (LysA) (PDB:1D7K)	1.38e-181
1333	COG20_CATEGORY	E	Amino acid transport and metabolism	0
1333	COG20_PATHWAY	COG0019	Lysine biosynthesis	1.38e-181
1334	COG20_FUNCTION	COG1899	Deoxyhypusine synthase (DYS1) (PDB:1DHS)	9.41e-202
1334	COG20_CATEGORY	O!!!J	Posttranslational modification, protein turnover, chaperones!!!Translation, ribosomal structure and biogenesis	0
1335	COG20_FUNCTION	COG0010	Arginase/agmatinase family enzyme (SpeB) (PDB:1CEV)	1.64e-120
1335	COG20_CATEGORY	E	Amino acid transport and metabolism	0
1335	COG20_PATHWAY	COG0010	Urea cycle	1.64e-120
1336	COG20_FUNCTION	COG1738	Queuosine precursor transporter YhhQ, DUF165 family (YhhQ) (PUBMED:31481610)	1.93e-61
1336	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1337	COG20_FUNCTION	COG0227	Ribosomal protein L28 (RpmB) (PDB:2JZ6)	2.09e-31
1337	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1337	COG20_PATHWAY	COG0227	Ribosome 50S subunit	2.09e-31
1338	COG20_FUNCTION	COG0167	Dihydroorotate dehydrogenase (PyrD) (PDB:1GT8)	5.53e-121
1338	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
1338	COG20_PATHWAY	COG0167	Pyrimidine biosynthesis	5.53e-121
1339	COG20_FUNCTION	COG1384	Lysyl-tRNA synthetase, class I (LysS) (PDB:1IRX)	1.14e-241
1339	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1339	COG20_PATHWAY	COG1384	Aminoacyl-tRNA synthetases	1.14e-241
1340	COG20_FUNCTION	COG0168	Trk-type K+ transport system, membrane component (TrkG) (PDB:3PJZ)	7.64e-168
1340	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
1341	COG20_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	6.91e-49
1341	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
1342	COG20_FUNCTION	COG0791	Cell wall-associated hydrolase, NlpC_P60 family (NlpC) (PDB:2EVR)	2.36e-60
1342	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
1343	COG20_FUNCTION	COG0287	Prephenate dehydrogenase (TyrA) (PDB:2F1K)	2.76e-76
1343	COG20_CATEGORY	E	Amino acid transport and metabolism	0
1343	COG20_PATHWAY	COG0287	Aromatic amino acid biosynthesis	2.76e-76
